,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
170,170,1.1985910000221338,34924.38072736108,34408.0,200,0.3,8192
171,171,1.2055665000225417,34924.38072736108,34609.0,200,0.3,8192
172,172,1.2122108000039589,34924.38072736108,34810.0,200,0.3,8192
173,173,1.2190662000211887,34924.38072736108,35011.0,200,0.3,8192
174,174,1.2260188000218477,34934.38072736108,35213.0,200,0.3,8192
175,175,1.2334381000255235,34934.38072736108,35414.0,200,0.3,8192
176,176,1.2399568000109866,34934.38072736108,35615.0,200,0.3,8192
177,177,1.2467709000047762,34934.38072736108,35816.0,200,0.3,8192
178,178,1.2532953000045381,34934.38072736108,36017.0,200,0.3,8192
179,179,1.2605068000266328,34944.38072736108,36219.0,200,0.3,8192
180,180,1.2672866000211798,34944.38072736108,36420.0,200,0.3,8192
181,181,1.2739119000034407,34944.38072736108,36621.0,200,0.3,8192
182,182,1.2806434000085574,34944.38072736108,36822.0,200,0.3,8192
183,183,1.2874946000229102,34944.38072736108,37023.0,200,0.3,8192
184,184,1.29451480001444,34944.38072736108,37224.0,200,0.3,8192
185,185,1.3017956000112463,34944.38072736108,37425.0,200,0.3,8192
186,186,1.308628900005715,34964.38072736108,37627.0,200,0.3,8192
187,187,1.3152920000138693,34964.38072736108,37828.0,200,0.3,8192
188,188,1.3219047000166029,34964.38072736108,38029.0,200,0.3,8192
189,189,1.3293332000030205,34964.38072736108,38230.0,200,0.3,8192
190,190,1.3360238000168465,34964.38072736108,38431.0,200,0.3,8192
191,191,1.3436080000246875,34964.38072736108,38632.0,200,0.3,8192
192,192,1.3503243000013754,34964.38072736108,38833.0,200,0.3,8192
193,193,1.3571334000153001,34964.38072736108,39034.0,200,0.3,8192
194,194,1.3645770000002813,34964.38072736108,39235.0,200,0.3,8192
195,195,1.3714922000071965,34964.38072736108,39436.0,200,0.3,8192
196,196,1.3810361000068951,35000.0,39638.0,200,0.3,8192
197,197,1.388627100008307,35000.0,39839.0,200,0.3,8192
198,198,1.3959168000146747,35000.0,40040.0,200,0.3,8192
199,199,1.4051618000085,35000.0,40241.0,200,0.3,8192
200,200,1.4121951000124682,35000.0,40442.0,200,0.3,8192
201,201,1.4190372000157367,35000.0,40643.0,200,0.3,8192
202,202,1.4256944000080694,35000.0,40844.0,200,0.3,8192
203,203,1.4323495000135154,35000.0,41045.0,200,0.3,8192
204,204,1.4388021000195295,35000.0,41246.0,200,0.3,8192
205,205,1.445315600023605,35000.0,41447.0,200,0.3,8192
206,206,1.451911200012546,35000.0,41648.0,200,0.3,8192
207,207,1.4584150000009686,35000.0,41849.0,200,0.3,8192
208,208,1.4648197000205982,35000.0,42050.0,200,0.3,8192
209,209,1.4712851000076625,35000.0,42251.0,200,0.3,8192
210,210,1.4776947000063956,35000.0,42452.0,200,0.3,8192
211,211,1.4843879000109155,35000.0,42653.0,200,0.3,8192
212,212,1.4908145000226796,35000.0,42854.0,200,0.3,8192
213,213,1.497335700027179,35000.0,43055.0,200,0.3,8192
214,214,1.5042397000070196,35000.0,43256.0,200,0.3,8192
215,215,1.5109507000015583,35000.0,43457.0,200,0.3,8192
216,216,1.5177844000281766,35000.0,43658.0,200,0.3,8192
217,217,1.5244846000277903,35000.0,43859.0,200,0.3,8192
218,218,1.531480500008911,35000.0,44060.0,200,0.3,8192
219,219,1.5379749000130687,35000.0,44261.0,200,0.3,8192
220,220,1.5447254000173416,35000.0,44462.0,200,0.3,8192
221,221,1.5517273000150453,35000.0,44663.0,200,0.3,8192
222,222,1.558451300021261,35000.0,44864.0,200,0.3,8192
223,223,1.565160600002855,35000.0,45065.0,200,0.3,8192
224,224,1.5726331000041682,35000.0,45266.0,200,0.3,8192
225,225,1.5800997000187635,35000.0,45467.0,200,0.3,8192
226,226,1.5870776000083424,35000.0,45668.0,200,0.3,8192
227,227,1.596377300011227,35000.0,45869.0,200,0.3,8192
228,228,1.604011100018397,35000.0,46070.0,200,0.3,8192
229,229,1.6113356000278145,35000.0,46271.0,200,0.3,8192
230,230,1.6186998000193853,35000.0,46472.0,200,0.3,8192
231,231,1.6253260000084992,35000.0,46673.0,200,0.3,8192
232,232,1.6324276000086684,35000.0,46874.0,200,0.3,8192
233,233,1.6393703000212554,35000.0,47075.0,200,0.3,8192
234,234,1.646640600025421,35000.0,47276.0,200,0.3,8192
235,235,1.6533839000039734,35000.0,47477.0,200,0.3,8192
236,236,1.66048230000888,35000.0,47678.0,200,0.3,8192
237,237,1.6671897000051104,35000.0,47879.0,200,0.3,8192
238,238,1.6744076000177301,35000.0,48080.0,200,0.3,8192
239,239,1.6809580000117421,35000.0,48281.0,200,0.3,8192
240,240,1.688692900002934,35000.0,48482.0,200,0.3,8192
241,241,1.6955764000013005,35000.0,48683.0,200,0.3,8192
242,242,1.702371800027322,35000.0,48884.0,200,0.3,8192
243,243,1.709104000008665,35000.0,49085.0,200,0.3,8192
244,244,1.7159153000102378,35000.0,49286.0,200,0.3,8192
245,245,1.722637400001986,35000.0,49487.0,200,0.3,8192
246,246,1.7296740000019781,35000.0,49688.0,200,0.3,8192
247,247,1.7374316000205,35000.0,49889.0,200,0.3,8192
248,248,1.7450780000071973,35000.0,50090.0,200,0.3,8192
249,249,1.751892800006317,35000.0,50291.0,200,0.3,8192
250,250,1.7585808000003453,35000.0,50492.0,200,0.3,8192
251,251,1.765569700015476,35000.0,50693.0,200,0.3,8192
252,252,1.7722122000122909,35000.0,50894.0,200,0.3,8192
253,253,1.7789205000153743,35000.0,51095.0,200,0.3,8192
254,254,1.7855878000264056,35000.0,51296.0,200,0.3,8192
255,255,1.7926441000017803,35000.0,51497.0,200,0.3,8192
256,256,1.7994894000003114,35000.0,51698.0,200,0.3,8192
257,257,1.8097365000285208,35000.0,51899.0,200,0.3,8192
258,258,1.8191111000196543,35000.0,52100.0,200,0.3,8192
259,259,1.827201000007335,35000.0,52301.0,200,0.3,8192
260,260,1.843411500012735,35000.0,52502.0,200,0.3,8192
261,261,1.8514498000149615,35000.0,52703.0,200,0.3,8192
262,262,1.8608074000221677,35000.0,52904.0,200,0.3,8192
263,263,1.8678485000273213,35000.0,53105.0,200,0.3,8192
264,264,1.875172800006112,35000.0,53306.0,200,0.3,8192
265,265,1.8816852000018116,35000.0,53507.0,200,0.3,8192
266,266,1.8884145000192802,35000.0,53708.0,200,0.3,8192
267,267,1.8950610000174493,35000.0,53909.0,200,0.3,8192
268,268,1.901642200013157,35000.0,54110.0,200,0.3,8192
269,269,1.9081898000149522,35000.0,54311.0,200,0.3,8192
270,270,1.9148858000116888,35000.0,54512.0,200,0.3,8192
271,271,1.921476800023811,35000.0,54713.0,200,0.3,8192
272,272,1.9281417000165675,35000.0,54914.0,200,0.3,8192
273,273,1.93454150002799,35000.0,55115.0,200,0.3,8192
274,274,1.9411465000011958,35000.0,55316.0,200,0.3,8192
275,275,1.9476155000156723,35000.0,55517.0,200,0.3,8192
276,276,1.9550400000007357,35000.0,55718.0,200,0.3,8192
277,277,1.961769200017443,35000.0,55919.0,200,0.3,8192
278,278,1.9690589000238106,35000.0,56120.0,200,0.3,8192
279,279,1.9760945000161882,35000.0,56321.0,200,0.3,8192
280,280,1.9830194000096526,35000.0,56522.0,200,0.3,8192
281,281,1.9897448000265285,35000.0,56723.0,200,0.3,8192
282,282,1.9968675000127405,35000.0,56924.0,200,0.3,8192
283,283,2.0035795000148937,35000.0,57125.0,200,0.3,8192
284,284,2.0103578000271227,35000.0,57326.0,200,0.3,8192
285,285,2.017767100012861,35000.0,57527.0,200,0.3,8192
286,286,2.024483400018653,35000.0,57728.0,200,0.3,8192
287,287,2.0325047000078484,35000.0,57929.0,200,0.3,8192
288,288,2.040633100026753,35000.0,58130.0,200,0.3,8192
289,289,2.048158500023419,35000.0,58331.0,200,0.3,8192
290,290,2.0550733000272885,35000.0,58532.0,200,0.3,8192
291,291,2.06248280001455,35000.0,58733.0,200,0.3,8192
292,292,2.069566800026223,35000.0,58934.0,200,0.3,8192
293,293,2.079968700010795,35000.0,59135.0,200,0.3,8192
294,294,2.08716630001436,35000.0,59336.0,200,0.3,8192
295,295,2.0942140000115614,35000.0,59537.0,200,0.3,8192
296,296,2.1012012000137474,35000.0,59738.0,200,0.3,8192
297,297,2.10813850001432,35000.0,59939.0,200,0.3,8192
298,298,2.1150699000281747,35000.0,60140.0,200,0.3,8192
299,299,2.1217866000079084,35000.0,60341.0,200,0.3,8192
300,300,2.128626100020483,35000.0,60542.0,200,0.3,8192
301,301,2.1355578000075184,35000.0,60743.0,200,0.3,8192
302,302,2.1424752000020817,35000.0,60944.0,200,0.3,8192
303,303,2.149108800018439,35000.0,61145.0,200,0.3,8192
304,304,2.1559454000089318,35000.0,61346.0,200,0.3,8192
305,305,2.1626721000066027,35000.0,61547.0,200,0.3,8192
306,306,2.1694653000158723,35000.0,61748.0,200,0.3,8192
307,307,2.1760248000209685,35000.0,61949.0,200,0.3,8192
308,308,2.1826030000229366,35000.0,62150.0,200,0.3,8192
309,309,2.1892151000211015,35000.0,62351.0,200,0.3,8192
310,310,2.1965339000162203,35000.0,62552.0,200,0.3,8192
311,311,2.203887100011343,35000.0,62753.0,200,0.3,8192
312,312,2.21051720000105,35000.0,62954.0,200,0.3,8192
313,313,2.2175865000172053,35000.0,63155.0,200,0.3,8192
314,314,2.2242458000255283,35000.0,63356.0,200,0.3,8192
315,315,2.2312960000126623,35000.0,63557.0,200,0.3,8192
316,316,2.2377909000206273,35000.0,63758.0,200,0.3,8192
317,317,2.244498800020665,35000.0,63959.0,200,0.3,8192
318,318,2.2526957000081893,35000.0,64160.0,200,0.3,8192
319,319,2.2594811000162736,35000.0,64361.0,200,0.3,8192
320,320,2.2662622000207193,35000.0,64562.0,200,0.3,8192
321,321,2.273459300020477,35000.0,64763.0,200,0.3,8192
322,322,2.28071390002151,35000.0,64964.0,200,0.3,8192
323,323,2.287471000017831,35000.0,65165.0,200,0.3,8192
324,324,2.2940962000284344,35000.0,65366.0,200,0.3,8192
325,325,2.30074920001789,35000.0,65567.0,200,0.3,8192
326,326,2.3073143000074197,35000.0,65768.0,200,0.3,8192
327,327,2.314180400018813,35000.0,65969.0,200,0.3,8192
328,328,2.3206774000136647,35000.0,66170.0,200,0.3,8192
329,329,2.3275868000055198,35000.0,66371.0,200,0.3,8192
330,330,2.33404050001991,35000.0,66572.0,200,0.3,8192
331,331,2.341540600027656,35000.0,66773.0,200,0.3,8192
332,332,2.348189700016519,35000.0,66974.0,200,0.3,8192
333,333,2.35512990001007,35000.0,67175.0,200,0.3,8192
334,334,2.3615441000147257,35000.0,67376.0,200,0.3,8192
335,335,2.3680418000149075,35000.0,67577.0,200,0.3,8192
336,336,2.374837400013348,35000.0,67778.0,200,0.3,8192
337,337,2.3819322000199463,35000.0,67979.0,200,0.3,8192
338,338,2.389426600013394,35000.0,68180.0,200,0.3,8192
339,339,2.3959415000281297,35000.0,68381.0,200,0.3,8192
340,340,2.402812200016342,35000.0,68582.0,200,0.3,8192
341,341,2.409132500004489,35000.0,68783.0,200,0.3,8192
342,342,2.4154796000220813,35000.0,68984.0,200,0.3,8192
343,343,2.4223461000074167,35000.0,69185.0,200,0.3,8192
344,344,2.429061900009401,35000.0,69386.0,200,0.3,8192
345,345,2.436439600016456,35000.0,69587.0,200,0.3,8192
346,346,2.4430734000052325,35000.0,69788.0,200,0.3,8192
347,347,2.450213600008283,35000.0,69989.0,200,0.3,8192
348,348,2.4571710000163876,35000.0,70190.0,200,0.3,8192
349,349,2.464369200024521,35000.0,70391.0,200,0.3,8192
350,350,2.4734562000085134,35000.0,70592.0,200,0.3,8192
351,351,2.4802808000240475,35000.0,70793.0,200,0.3,8192
352,352,2.4887249000021257,35000.0,70994.0,200,0.3,8192
353,353,2.49831280001672,35000.0,71195.0,200,0.3,8192
354,354,2.5053279000276234,35000.0,71396.0,200,0.3,8192
355,355,2.5123861000174657,35000.0,71597.0,200,0.3,8192
356,356,2.519616900011897,35000.0,71798.0,200,0.3,8192
357,357,2.526599000004353,35000.0,71999.0,200,0.3,8192
358,358,2.5333953000081237,35000.0,72200.0,200,0.3,8192
359,359,2.540390900016064,35000.0,72401.0,200,0.3,8192
360,360,2.54749230001471,35000.0,72602.0,200,0.3,8192
361,361,2.5545278000063263,35000.0,72803.0,200,0.3,8192
362,362,2.561548900004709,35000.0,73004.0,200,0.3,8192
363,363,2.5685988000186626,35000.0,73205.0,200,0.3,8192
364,364,2.5754853000107687,35000.0,73406.0,200,0.3,8192
365,365,2.5823169000213966,35000.0,73607.0,200,0.3,8192
366,366,2.5891383000125643,35000.0,73808.0,200,0.3,8192
367,367,2.5959406000038143,35000.0,74009.0,200,0.3,8192
368,368,2.602505300019402,35000.0,74210.0,200,0.3,8192
369,369,2.609244999999646,35000.0,74411.0,200,0.3,8192
370,370,2.6159326000197325,35000.0,74612.0,200,0.3,8192
371,371,2.623382300022058,35000.0,74813.0,200,0.3,8192
372,372,2.6299894000112545,35000.0,75014.0,200,0.3,8192
373,373,2.6366815000073984,35000.0,75215.0,200,0.3,8192
374,374,2.6433161000022665,35000.0,75416.0,200,0.3,8192
375,375,2.6498042000166606,35000.0,75617.0,200,0.3,8192
376,376,2.6566523000074085,35000.0,75818.0,200,0.3,8192
377,377,2.6631578000087757,35000.0,76019.0,200,0.3,8192
378,378,2.670449000026565,35000.0,76220.0,200,0.3,8192
379,379,2.6768131000280846,35000.0,76421.0,200,0.3,8192
380,380,2.683738900028402,35000.0,76622.0,200,0.3,8192
381,381,2.693179100024281,35000.0,76823.0,200,0.3,8192
382,382,2.7000366000283975,35000.0,77024.0,200,0.3,8192
383,383,2.7070350000285544,35000.0,77225.0,200,0.3,8192
384,384,2.7145172000164166,35000.0,77426.0,200,0.3,8192
385,385,2.7219954000029247,35000.0,77627.0,200,0.3,8192
386,386,2.7375260000117123,35000.0,77828.0,200,0.3,8192
387,387,2.7469503000029363,35000.0,78029.0,200,0.3,8192
388,388,2.7541793000127655,35000.0,78230.0,200,0.3,8192
389,389,2.7610561000183225,35000.0,78431.0,200,0.3,8192
390,390,2.7676618000259623,35000.0,78632.0,200,0.3,8192
391,391,2.774118900008034,35000.0,78833.0,200,0.3,8192
392,392,2.781047500000568,35000.0,79034.0,200,0.3,8192
393,393,2.787448900024174,35000.0,79235.0,200,0.3,8192
394,394,2.7941956000286154,35000.0,79436.0,200,0.3,8192
395,395,2.800557700014906,35000.0,79637.0,200,0.3,8192
396,396,2.807137800002238,35000.0,79838.0,200,0.3,8192
397,397,2.813547000027029,35000.0,80039.0,200,0.3,8192
398,398,2.820128500025021,35000.0,80240.0,200,0.3,8192
399,399,2.8269265000126325,35000.0,80441.0,200,0.3,8192
400,400,2.834209800028475,35000.0,80642.0,200,0.3,8192
401,401,2.8407861000159755,35000.0,80843.0,200,0.3,8192
402,402,2.8476554000226315,35000.0,81044.0,200,0.3,8192
403,403,2.855742400017334,35000.0,81245.0,200,0.3,8192
404,404,2.8622823000187054,35000.0,81446.0,200,0.3,8192
405,405,2.8690817000169773,35000.0,81647.0,200,0.3,8192
406,406,2.8755577000265475,35000.0,81848.0,200,0.3,8192
407,407,2.8820700000214856,35000.0,82049.0,200,0.3,8192
408,408,2.8888105000078212,35000.0,82250.0,200,0.3,8192
409,409,2.8953185000282247,35000.0,82451.0,200,0.3,8192
410,410,2.9021216000255663,35000.0,82652.0,200,0.3,8192
411,411,2.9107610000064597,35000.0,82853.0,200,0.3,8192
412,412,2.9175849000166636,35000.0,83054.0,200,0.3,8192
413,413,2.9240489000221714,35000.0,83255.0,200,0.3,8192
414,414,2.9312353000277653,35000.0,83456.0,200,0.3,8192
415,415,2.93876500002807,35000.0,83657.0,200,0.3,8192
416,416,2.9455984000233,35000.0,83858.0,200,0.3,8192
417,417,2.9531338000088,35000.0,84059.0,200,0.3,8192
418,418,2.9596989000274334,35000.0,84260.0,200,0.3,8192
419,419,2.9667440000048373,35000.0,84461.0,200,0.3,8192
