,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
213,213,0.024749400006840006,24307.52290944433,235.0,0,8192,0
214,214,0.024798200000077486,24307.52290944433,236.0,0,8192,0
215,215,0.02484520000871271,24307.52290944433,237.0,0,8192,0
216,216,0.02489390000118874,24307.52290944433,238.0,0,8192,0
217,217,0.024941599986050278,24307.52290944433,239.0,0,8192,0
218,218,0.02498739998554811,24307.52290944433,240.0,0,8192,0
219,219,0.025038099993253127,24307.52290944433,241.0,0,8192,0
220,220,0.025090599985560402,24307.52290944433,242.0,0,8192,0
221,221,0.025155499984975904,25007.52290944433,244.0,0,8192,0
222,222,0.025204599980497733,25007.52290944433,245.0,0,8192,0
223,223,0.02533709999988787,25007.52290944433,246.0,0,8192,0
224,224,0.02544050000142306,25007.52290944433,247.0,0,8192,0
225,225,0.02550139999948442,25007.52290944433,248.0,0,8192,0
226,226,0.025557299988577142,25007.52290944433,249.0,0,8192,0
227,227,0.025613300007535145,25007.52290944433,250.0,0,8192,0
228,228,0.025669199996627867,25007.52290944433,251.0,0,8192,0
229,229,0.025725499988766387,25007.52290944433,252.0,0,8192,0
230,230,0.025779499992495403,25007.52290944433,253.0,0,8192,0
231,231,0.025835299980826676,25007.52290944433,254.0,0,8192,0
232,232,0.02591349999420345,27107.52290944433,256.0,0,8192,0
233,233,0.02597119999700226,27107.52290944433,257.0,0,8192,0
234,234,0.026028499996755272,27107.52290944433,258.0,0,8192,0
235,235,0.026083300006575882,27107.52290944433,259.0,0,8192,0
236,236,0.026139599998714402,27107.52290944433,260.0,0,8192,0
237,237,0.026197400002274662,27107.52290944433,261.0,0,8192,0
238,238,0.026255200005834922,27107.52290944433,262.0,0,8192,0
239,239,0.02631469999323599,27107.52290944433,263.0,0,8192,0
240,240,0.026390999992145225,27117.52290944433,265.0,0,8192,0
241,241,0.026449199998751283,27117.52290944433,266.0,0,8192,0
242,242,0.02650730000459589,27117.52290944433,267.0,0,8192,0
243,243,0.0265652000089176,27117.52290944433,268.0,0,8192,0
244,244,0.026622599980328232,27117.52290944433,269.0,0,8192,0
245,245,0.026681599993025884,27117.52290944433,270.0,0,8192,0
246,246,0.026742499991087243,27117.52290944433,271.0,0,8192,0
247,247,0.026814899989403784,29217.52290944433,273.0,0,8192,0
248,248,0.026875299983657897,29217.52290944433,274.0,0,8192,0
249,249,0.02693429999635555,29217.52290944433,275.0,0,8192,0
250,250,0.02701279998291284,32017.52290944433,277.0,0,8192,0
251,251,0.027075499994680285,32017.52290944433,278.0,0,8192,0
252,252,0.027135999989695847,32017.52290944433,279.0,0,8192,0
253,253,0.02719490000163205,32017.52290944433,280.0,0,8192,0
254,254,0.02725539999664761,32017.52290944433,281.0,0,8192,0
255,255,0.02731320000020787,32017.52290944433,282.0,0,8192,0
256,256,0.027368599985493347,32017.52290944433,283.0,0,8192,0
257,257,0.030367400002432987,32017.52290944433,284.0,0,8192,0
258,258,0.030456599983153865,32017.52290944433,285.0,0,8192,0
259,259,0.030523499997798353,32017.52290944433,286.0,0,8192,0
260,260,0.03058639998198487,32017.52290944433,287.0,0,8192,0
261,261,0.030647799983853474,32017.52290944433,288.0,0,8192,0
262,262,0.030709999991813675,32017.52290944433,289.0,0,8192,0
263,263,0.03077270000358112,32017.52290944433,290.0,0,8192,0
264,264,0.03083959998912178,32017.52290944433,291.0,0,8192,0
265,265,0.030905899999197572,32017.52290944433,292.0,0,8192,0
266,266,0.030968999984906986,32017.52290944433,293.0,0,8192,0
267,267,0.03103199999895878,32017.52290944433,294.0,0,8192,0
268,268,0.03109440000844188,32017.52290944433,295.0,0,8192,0
269,269,0.031163000006927177,32017.52290944433,296.0,0,8192,0
270,270,0.031234399997629225,32017.52290944433,297.0,0,8192,0
271,271,0.03129839999019168,32017.52290944433,298.0,0,8192,0
272,272,0.03136279998579994,32017.52290944433,299.0,0,8192,0
273,273,0.031428399990545586,32017.52290944433,300.0,0,8192,0
274,274,0.03149429999757558,32017.52290944433,301.0,0,8192,0
275,275,0.03156079998007044,32017.52290944433,302.0,0,8192,0
276,276,0.03162880000309087,32017.52290944433,303.0,0,8192,0
277,277,0.03169599999091588,32017.52290944433,304.0,0,8192,0
278,278,0.03176369998254813,32017.52290944433,305.0,0,8192,0
279,279,0.031829899991862476,32017.52290944433,306.0,0,8192,0
280,280,0.03189579999889247,32017.52290944433,307.0,0,8192,0
281,281,0.03196989998104982,32017.52290944433,308.0,0,8192,0
282,282,0.0320408999978099,32017.52290944433,309.0,0,8192,0
283,283,0.03210899999248795,32017.52290944433,310.0,0,8192,0
284,284,0.032177999994019046,32017.52290944433,311.0,0,8192,0
285,285,0.0322452999826055,32017.52290944433,312.0,0,8192,0
286,286,0.03231539999251254,32017.52290944433,313.0,0,8192,0
287,287,0.03239129998837598,32017.52290944433,314.0,0,8192,0
288,288,0.032461399998283014,32017.52290944433,315.0,0,8192,0
289,289,0.03252859998610802,32017.52290944433,316.0,0,8192,0
290,290,0.03259689998230897,32017.52290944433,317.0,0,8192,0
291,291,0.0326712999958545,32017.52290944433,318.0,0,8192,0
292,292,0.032745500007877126,32017.52290944433,319.0,0,8192,0
293,293,0.03281350000179373,32017.52290944433,320.0,0,8192,0
294,294,0.03288149999571033,32017.52290944433,321.0,0,8192,0
295,295,0.03294929998810403,32017.52290944433,322.0,0,8192,0
296,296,0.033040599984815344,32027.52290944433,324.0,0,8192,0
297,297,0.033112899982370436,32027.52290944433,325.0,0,8192,0
298,298,0.033201999991433695,32727.52290944433,327.0,0,8192,0
299,299,0.03327559999888763,32727.52290944433,328.0,0,8192,0
300,300,0.033345899981213734,32727.52290944433,329.0,0,8192,0
301,301,0.033419999992474914,32727.52290944433,330.0,0,8192,0
302,302,0.03350009999121539,32727.52290944433,331.0,0,8192,0
303,303,0.03357319999486208,32727.52290944433,332.0,0,8192,0
304,304,0.03365890000713989,32727.52290944433,333.0,0,8192,0
305,305,0.03377270000055432,32727.52290944433,334.0,0,8192,0
306,306,0.03393800000776537,32727.52290944433,335.0,0,8192,0
307,307,0.03408569999737665,32727.52290944433,336.0,0,8192,0
308,308,0.03477339999517426,32727.52290944433,337.0,0,8192,0
309,309,0.03516569998464547,32727.52290944433,338.0,0,8192,0
310,310,0.03533049998804927,32727.52290944433,339.0,0,8192,0
311,311,0.03543859999626875,32727.52290944433,340.0,0,8192,0
312,312,0.03554479999002069,32727.52290944433,341.0,0,8192,0
313,313,0.03565149998757988,32727.52290944433,342.0,0,8192,0
314,314,0.035763499996392056,32727.52290944433,343.0,0,8192,0
315,315,0.03587999998126179,32727.52290944433,344.0,0,8192,0
316,316,0.035973999998532236,32727.52290944433,345.0,0,8192,0
317,317,0.036067299981368706,32727.52290944433,346.0,0,8192,0
318,318,0.03615679999347776,32727.52290944433,347.0,0,8192,0
319,319,0.03624849999323487,32727.52290944433,348.0,0,8192,0
320,320,0.03633790000458248,32727.52290944433,349.0,0,8192,0
321,321,0.036427299986826256,32727.52290944433,350.0,0,8192,0
322,322,0.036513400002149865,32727.52290944433,351.0,0,8192,0
323,323,0.036603599990485236,32727.52290944433,352.0,0,8192,0
324,324,0.03669380000792444,32727.52290944433,353.0,0,8192,0
325,325,0.03677499998593703,32727.52290944433,354.0,0,8192,0
326,326,0.03684739998425357,32727.52290944433,355.0,0,8192,0
327,327,0.03691900000558235,32727.52290944433,356.0,0,8192,0
328,328,0.036989099986385554,32727.52290944433,357.0,0,8192,0
329,329,0.037067299999762326,32727.52290944433,358.0,0,8192,0
330,330,0.03715279998141341,32727.52290944433,359.0,0,8192,0
331,331,0.03724939998937771,34843.14218208325,361.0,0,8192,0
332,332,0.037328400008846074,34843.14218208325,362.0,0,8192,0
333,333,0.037436199985677376,34853.14218208325,364.0,0,8192,0
334,334,0.037517699995078146,34853.14218208325,365.0,0,8192,0
335,335,0.037593599990941584,34853.14218208325,366.0,0,8192,0
336,336,0.03766939998604357,34853.14218208325,367.0,0,8192,0
337,337,0.0377497999870684,34853.14218208325,368.0,0,8192,0
338,338,0.03783299998030998,34853.14218208325,369.0,0,8192,0
339,339,0.03790679998928681,34853.14218208325,370.0,0,8192,0
340,340,0.03797810000833124,34853.14218208325,371.0,0,8192,0
341,341,0.03804719998151995,34853.14218208325,372.0,0,8192,0
342,342,0.03812179999658838,34853.14218208325,373.0,0,8192,0
343,343,0.03819839999778196,34853.14218208325,374.0,0,8192,0
344,344,0.03827419999288395,34853.14218208325,375.0,0,8192,0
345,345,0.038352200004737824,34853.14218208325,376.0,0,8192,0
346,346,0.03843839999171905,34853.14218208325,377.0,0,8192,0
347,347,0.03852279999409802,34853.14218208325,378.0,0,8192,0
348,348,0.03861319998395629,34853.14218208325,379.0,0,8192,0
349,349,0.038708899985067546,34863.14218208325,381.0,0,8192,0
350,350,0.03878489998169243,34863.14218208325,382.0,0,8192,0
351,351,0.03886070000589825,34863.14218208325,383.0,0,8192,0
352,352,0.038957899989327416,34944.38072736108,385.0,0,8192,0
353,353,0.039037899987306446,34944.38072736108,386.0,0,8192,0
354,354,0.03911139999399893,34944.38072736108,387.0,0,8192,0
355,355,0.039184799999929965,34944.38072736108,388.0,0,8192,0
356,356,0.03926079999655485,34944.38072736108,389.0,0,8192,0
357,357,0.03933810000307858,34944.38072736108,390.0,0,8192,0
358,358,0.03941209998447448,34944.38072736108,391.0,0,8192,0
359,359,0.03948519998812117,34944.38072736108,392.0,0,8192,0
360,360,0.03956279999692924,34944.38072736108,393.0,0,8192,0
361,361,0.03964050000649877,34944.38072736108,394.0,0,8192,0
362,362,0.03971449998789467,34944.38072736108,395.0,0,8192,0
363,363,0.03978900000220165,34944.38072736108,396.0,0,8192,0
364,364,0.03986220000660978,34944.38072736108,397.0,0,8192,0
365,365,0.039943399984622374,34944.38072736108,398.0,0,8192,0
366,366,0.040021799999522045,34944.38072736108,399.0,0,8192,0
367,367,0.04009649998624809,34944.38072736108,400.0,0,8192,0
368,368,0.04017039999598637,34944.38072736108,401.0,0,8192,0
369,369,0.040245299984235317,34944.38072736108,402.0,0,8192,0
370,370,0.04032369999913499,34944.38072736108,403.0,0,8192,0
371,371,0.04040529998019338,34944.38072736108,404.0,0,8192,0
372,372,0.04048199998214841,34944.38072736108,405.0,0,8192,0
373,373,0.04055770000559278,34944.38072736108,406.0,0,8192,0
374,374,0.04063410000526346,34944.38072736108,407.0,0,8192,0
375,375,0.04071129998192191,34944.38072736108,408.0,0,8192,0
376,376,0.04079120000824332,34944.38072736108,409.0,0,8192,0
377,377,0.04088139999657869,34944.38072736108,410.0,0,8192,0
378,378,0.04098150000208989,34944.38072736108,411.0,0,8192,0
379,379,0.04106659998069517,34944.38072736108,412.0,0,8192,0
380,380,0.04114849999314174,34944.38072736108,413.0,0,8192,0
381,381,0.04122419998748228,34944.38072736108,414.0,0,8192,0
382,382,0.041304699989268556,34944.38072736108,415.0,0,8192,0
383,383,0.04138239999883808,34944.38072736108,416.0,0,8192,0
384,384,0.04146419998141937,34944.38072736108,417.0,0,8192,0
385,385,0.04154559999005869,34944.38072736108,418.0,0,8192,0
386,386,0.04162549998727627,34944.38072736108,419.0,0,8192,0
387,387,0.04170380000141449,34944.38072736108,420.0,0,8192,0
388,388,0.041781899984925985,34944.38072736108,421.0,0,8192,0
389,389,0.041861999983666465,34944.38072736108,422.0,0,8192,0
390,390,0.04194269998697564,34944.38072736108,423.0,0,8192,0
391,391,0.04202120000263676,34944.38072736108,424.0,0,8192,0
392,392,0.04210399999283254,34944.38072736108,425.0,0,8192,0
393,393,0.04218540000147186,34944.38072736108,426.0,0,8192,0
394,394,0.042266400007065386,34944.38072736108,427.0,0,8192,0
395,395,0.04234569999971427,34944.38072736108,428.0,0,8192,0
396,396,0.04242539999540895,34944.38072736108,429.0,0,8192,0
397,397,0.04250449998653494,34944.38072736108,430.0,0,8192,0
398,398,0.042585199989844114,34944.38072736108,431.0,0,8192,0
399,399,0.04266909998841584,34944.38072736108,432.0,0,8192,0
400,400,0.042750799999339506,34944.38072736108,433.0,0,8192,0
401,401,0.04283289998420514,34944.38072736108,434.0,0,8192,0
402,402,0.042913999990560114,34944.38072736108,435.0,0,8192,0
403,403,0.04300020000664517,34944.38072736108,436.0,0,8192,0
404,404,0.04308229999151081,34944.38072736108,437.0,0,8192,0
405,405,0.043162799993297085,34944.38072736108,438.0,0,8192,0
406,406,0.04324319999432191,34944.38072736108,439.0,0,8192,0
407,407,0.043330299988156185,34944.38072736108,440.0,0,8192,0
408,408,0.04341419998672791,34944.38072736108,441.0,0,8192,0
409,409,0.04349499999079853,34944.38072736108,442.0,0,8192,0
410,410,0.04357419998268597,34944.38072736108,443.0,0,8192,0
411,411,0.043654699984472245,34944.38072736108,444.0,0,8192,0
412,412,0.04373979999218136,34944.38072736108,445.0,0,8192,0
413,413,0.043823399988468736,34944.38072736108,446.0,0,8192,0
414,414,0.04390479999710806,34944.38072736108,447.0,0,8192,0
415,415,0.04398600000422448,34944.38072736108,448.0,0,8192,0
416,416,0.044069800002034754,34944.38072736108,449.0,0,8192,0
417,417,0.04415509998216294,34944.38072736108,450.0,0,8192,0
418,418,0.044238500006031245,34944.38072736108,451.0,0,8192,0
419,419,0.04432089999318123,34944.38072736108,452.0,0,8192,0
420,420,0.04440270000486635,34944.38072736108,453.0,0,8192,0
421,421,0.044487200008006766,34944.38072736108,454.0,0,8192,0
422,422,0.044571699982043356,34944.38072736108,455.0,0,8192,0
423,423,0.04465569998137653,34944.38072736108,456.0,0,8192,0
424,424,0.04473870000219904,34944.38072736108,457.0,0,8192,0
425,425,0.044825099990703166,34944.38072736108,458.0,0,8192,0
426,426,0.04491359999519773,34944.38072736108,459.0,0,8192,0
427,427,0.0449975999945309,34944.38072736108,460.0,0,8192,0
428,428,0.04508109999005683,34944.38072736108,461.0,0,8192,0
429,429,0.04517080000368878,34944.38072736108,462.0,0,8192,0
430,430,0.0452588000043761,34944.38072736108,463.0,0,8192,0
431,431,0.04534290000447072,34944.38072736108,464.0,0,8192,0
432,432,0.045426600001519546,34944.38072736108,465.0,0,8192,0
433,433,0.04551150000770576,34944.38072736108,466.0,0,8192,0
434,434,0.04559809999773279,34944.38072736108,467.0,0,8192,0
